[2025-03-19 01:54:13,849] 24 root - INFO - Initiating data ingestion
[2025-03-19 01:54:14,069] 27 root - INFO - Data ingestion successful
[2025-03-19 01:54:15,214] 31 root - INFO - Data saved at: artifacts\raw_data.csv
[2025-03-19 01:54:15,214] 34 root - INFO - Splitting data into train and test
[2025-03-19 01:54:15,245] 36 root - INFO - Data split successful
[2025-03-19 01:54:16,484] 43 root - INFO - Train data saved at: artifacts\train_data.csv
[2025-03-19 01:54:16,484] 44 root - INFO - Test data saved at: artifacts\test_data.csv
[2025-03-19 01:54:16,484] 36 root - INFO - Initiating data transformation
[2025-03-19 01:54:16,750] 41 root - INFO - Data loaded successfully
[2025-03-19 01:54:16,750] 74 root - INFO - Initiating data transformation
[2025-03-19 01:54:16,750] 85 root - INFO - Pipeline Initiated
[2025-03-19 01:54:17,174] 53 root - INFO - Data transformation successful
[2025-03-19 01:54:17,190] 64 root - INFO - Preprocessor object saved at: artifacts\preprocessor.pkl
[2025-03-19 01:54:17,205] 26 root - INFO - Splitting data into train and test
[2025-03-19 01:54:18,067] 42 root - INFO - Model Report: {'LinearRegression': 0.9361253831282493, 'Lasso': 0.9361107946795251, 'Ridge': 0.9361250094980922}
[2025-03-19 01:54:18,067] 50 root - INFO - Best Model: LinearRegression with R2 Score: 0.9361253831282493
